FEATURES_TXT_BEGIN_0 0 99 14 LexicalReordering0_0 LexicalReordering0_1 LexicalReordering0_2 LexicalReordering0_3 LexicalReordering0_4 LexicalReordering0_5 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-0.0621357 0 -1.55555 -0.123022 -1.60944 -7.1507 -10 -36.7385 -9 9 -6.64998 -6.13583 -3.00097 -2.99986 
-0.165137 0 -2.77951 -0.123022 -4.46591 -3.34404 -8 -40.9297 -9 9 -3.85971 -5.73353 -5.72205 -7.08319 
-1.67157 0 -2.12026 -0.0325232 -3.21888 -3.79388 -8 -38.5838 -10 9 -4.78461 -4.36721 -9.06243 -11.1706 
-0.0621357 0 -2.63109 0 -1.60944 -8.6222 -11 -38.5838 -10 9 -4.78461 -4.36721 -9.06243 -11.1706 
-1.67157 0 -2.12026 0 -1.60944 -10.2316 -10 -38.5838 -10 9 -4.78461 -4.36721 -9.06243 -11.1706 
-0.0621357 0 -1.47859 -0.123022 -1.60944 -8.17235 -10 -42.7124 -9 9 -2.78574 -4.36721 -4.09958 -5.83307 
-1.0746 0 -1.09861 -0.123022 -1.60944 -7.1507 -10 -36.7385 -9 9 -6.64998 -6.13583 -3.00097 -2.99986 
-0.0129455 0 -5.84997 0 -6.94858 -3.79388 -12 -38.5838 -10 9 -4.78461 -4.36721 -9.06243 -11.1706 
-0.0621356 0 -2.70805 0 -1.60944 -8.11137 -14 -31.3903 -10 9 -8.64884 -6.13583 -7.96381 -8.33739 
-1.0746 0 -1.09861 0 -1.60944 -9.33514 -12 -36.7385 -9 9 -6.64998 -6.13583 -3.00097 -2.99986 
-0.0621357 0 -2.63109 0 -3.21888 -7.01276 -13 -38.5838 -10 9 -4.78461 -4.36721 -9.06243 -11.1706 
-0.0621357 0 -2.63109 0 -3.21888 -8.6222 -14 -38.5838 -10 9 -4.78461 -4.36721 -9.06243 -11.1706 
-0.0621356 0 -2.63109 0 -3.21888 -8.6222 -14 -38.5838 -10 9 -4.78461 -4.36721 -9.06243 -11.1706 
-0.165137 0 -2.85647 -0.123022 -4.46591 -2.32238 -8 -36.8093 -9 9 -7.72394 -7.50215 -4.62344 -4.24997 
-0.165137 0 -4.24053 -0.123022 -5.33914 -3.34404 -8 -43.3171 -9 9 -2.90361 -4.54874 -5.34885 -6.82082 
-0.0621357 0 -2.63109 -0.510826 -1.60944 -8.6222 -10 -38.5838 -10 9 -4.78461 -4.36721 -9.06243 -11.1706 
-0.0621357 0 -2.70805 0 -3.21888 -7.01276 -13 -34.4634 -10 9 -8.64884 -6.13583 -7.96381 -8.33739 
-0.214327 0 -1.02165 -0.123022 -1.60944 -8.17235 -10 -43.3171 -9 9 -2.90361 -4.54874 -5.34885 -6.82082 
-0.0621357 0 -2.70805 0 -1.60944 -7.60055 -11 -34.4634 -10 9 -8.64884 -6.13583 -7.96381 -8.33739 
-1.02541 0 -4.24053 -0.123022 -5.33914 -3.34404 -8 -42.7124 -9 9 -2.78574 -4.36721 -4.09958 -5.83307 
-0.0129455 0 -4.38895 0 -6.07535 -3.79388 -12 -37.8316 -10 9 -5.7407 -5.552 -9.43563 -11.433 
-1.67157 0 -2.19722 0 -1.60944 -9.20998 -10 -34.4634 -10 9 -8.64884 -6.13583 -7.96381 -8.33739 
-0.214327 0 -1.02165 0 -1.60944 -10.3568 -12 -43.3171 -9 9 -2.90361 -4.54874 -5.34885 -6.82082 
-0.0129455 0 -5.92693 0 -6.94858 -2.77223 -12 -34.4634 -10 9 -8.64884 -6.13583 -7.96381 -8.33739 
-1.0746 0 -1.02165 -0.123022 -1.60944 -8.17235 -10 -42.7124 -9 9 -2.78574 -4.36721 -4.09958 -5.83307 
-2.25936 0 -2.12026 -0.0325232 -3.21888 -2.77223 -8 -34.2893 -10 9 -8.64884 -6.13583 -7.96381 -8.33739 
-0.0621356 0 -1.55555 0 -1.60944 -9.33514 -14 -36.7385 -9 9 -6.64998 -6.13583 -3.00097 -2.99986 
-0.909435 0 -2.12026 -0.0325232 -3.21888 -4.13036 -8 -34.2322 -10 9 -9.18521 -7.95995 -8.36928 -10.072 
-0.0129455 0 -2.96756 0 -5.16479 -3.79388 -12 -40.1467 -10 9 -4.79008 -5.06036 -12.4802 -13.2656 
-1.0746 0 -1.02165 0 -1.60944 -10.3568 -12 -42.7124 -9 9 -2.78574 -4.36721 -4.09958 -5.83307 
-0.0621357 0 -2.70805 0 -3.21888 -7.60055 -14 -34.4634 -10 9 -8.64884 -6.13583 -7.96381 -8.33739 
-0.0621356 0 -2.70805 0 -3.21888 -7.60055 -14 -34.4634 -10 9 -8.64884 -6.13583 -7.96381 -8.33739 
-0.165137 0 -4.31749 -0.123022 -5.33914 -2.32238 -8 -39.1967 -9 9 -6.76785 -6.31736 -4.25024 -3.98761 
-1.02541 0 -2.77951 -0.123022 -4.46591 -3.34404 -8 -41.9602 -9 9 -3.74184 -5.552 -4.47278 -6.09544 
-1.0746 0 -1.09861 -0.123022 0 -8.76014 -10 -36.7385 -9 9 -6.64998 -6.13583 -3.00097 -2.99986 
-1.67157 0 -0.967766 -0.0325232 -2.1342 -3.79388 -8 -42.7124 -9 9 -2.78574 -4.36721 -4.09958 -5.83307 
-0.165137 0 -1.35812 -0.123022 -3.55535 -3.34404 -8 -44.88 -9 9 -2.90909 -5.24189 -8.76658 -8.91577 
-0.214327 0 -1.09861 -0.123022 -1.60944 -7.1507 -10 -39.1967 -9 9 -6.76785 -6.31736 -4.25024 -3.98761 
-1.02541 0 -4.31749 -0.123022 -5.33914 -2.32238 -8 -38.592 -9 9 -6.64998 -6.13583 -3.00097 -2.99986 
-0.0129455 0 -4.46591 0 -6.07535 -2.77223 -12 -33.7112 -10 9 -9.60493 -7.32062 -8.33702 -8.59976 
-0.214327 0 -1.09861 0 -1.60944 -9.33514 -12 -39.1967 -9 9 -6.76785 -6.31736 -4.25024 -3.98761 
-0.0621356 0 -2.63109 0 -1.60944 -10.2316 -14 -38.5838 -10 9 -4.78461 -4.36721 -9.06243 -11.1706 
-0.0621357 0 -2.63109 0 -1.60944 -10.2316 -14 -38.5838 -10 9 -4.78461 -4.36721 -9.06243 -11.1706 
-0.0621357 0 -1.47859 0 -0.524762 -8.6222 -11 -42.7124 -9 9 -2.78574 -4.36721 -4.09958 -5.83307 
-1.02541 0 -1.35812 -0.123022 -3.55535 -3.34404 -8 -44.2753 -9 9 -2.79122 -5.06036 -7.51731 -7.92802 
-1.67157 0 -0.967766 0 -0.524762 -10.2316 -10 -42.7124 -9 9 -2.78574 -4.36721 -4.09958 -5.83307 
-1.67157 0 -2.12026 -0.0325232 -3.21888 -3.79388 -8 -40.3612 -11 9 -4.3146 -4.36721 -9.06243 -15.4095 
-1.0746 0 -1.09861 -0.123022 -1.60944 -7.1507 -12 -36.7385 -9 9 -6.64998 -6.13583 -3.00097 -2.99986 
-0.0621357 0 -1.53248 -0.123022 -1.60944 -8.04719 -10 -45.7551 -10 9 -2.70516 -4.36721 -9.06243 -8.53156 
-0.0621357 0 -1.55555 -0.123022 -1.60944 -7.1507 -10 -39.7754 -10 9 -5.26368 -6.13583 -3.00097 -7.64425 
-0.0129455 0 -3.04452 0 -5.16479 -2.77223 -12 -36.0263 -10 9 -8.65432 -6.82898 -11.3815 -10.4323 
-0.214327 0 -1.02165 -0.123022 0 -9.78179 -10 -43.3171 -9 9 -2.90361 -4.54874 -5.34885 -6.82082 
-0.0621356 0 -1.47859 0 -1.60944 -10.3568 -14 -42.7124 -9 9 -2.78574 -4.36721 -4.09958 -5.83307 
-0.0129455 0 -4.69747 0 -5.8639 -3.79388 -12 -42.7124 -9 9 -2.78574 -4.36721 -4.09958 -5.83307 
-1.82376 0 -0.510826 -0.555146 -1.60944 -1.60944 -4 -43.3171 -9 9 -2.90361 -4.54874 -5.34885 -6.82082 
-0.0621356 0 -2.63109 0 -3.21888 -8.6222 -16 -38.5838 -10 9 -4.78461 -4.36721 -9.06243 -11.1706 
-2.68404 0 -0.587786 -0.633848 0 -7.1507 -6 -36.7385 -9 9 -6.64998 -6.13583 -3.00097 -2.99986 
-0.0621357 0 -2.63109 0 -1.60944 -8.6222 -11 -40.3612 -11 9 -4.3146 -4.36721 -9.06243 -15.4095 
-0.398607 0 -1.09861 -0.123022 -1.60944 -7.36201 -10 -40.864 -10 9 -6.97486 -6.31736 -7.27066 -5.31781 
