SCORES_TXT_BEGIN_0 0 99 9 BLEU
4 9 0 8 0 7 0 6 8 
4 9 0 8 0 7 0 6 8 
3 9 0 8 0 7 0 6 8 
3 9 0 8 0 7 0 6 8 
3 9 0 8 0 7 0 6 8 
4 9 0 8 0 7 0 6 8 
4 9 0 8 0 7 0 6 8 
3 9 0 8 0 7 0 6 8 
4 9 0 8 0 7 0 6 8 
3 9 0 8 0 7 0 6 8 
4 9 0 8 0 7 0 6 8 
3 9 0 8 0 7 0 6 8 
4 10 0 9 0 8 0 7 8 
3 9 0 8 0 7 0 6 8 
4 9 0 8 0 7 0 6 8 
4 10 0 9 0 8 0 7 8 
4 9 0 8 0 7 0 6 8 
3 9 0 8 0 7 0 6 8 
3 9 0 8 0 7 0 6 8 
4 10 0 9 0 8 0 7 8 
3 9 0 8 0 7 0 6 8 
4 9 0 8 0 7 0 6 8 
3 9 0 8 0 7 0 6 8 
4 9 0 8 0 7 0 6 8 
4 9 0 8 0 7 0 6 8 
4 9 0 8 0 7 0 6 8 
4 9 0 8 0 7 0 6 8 
3 9 0 8 0 7 0 6 8 
4 10 0 9 0 8 0 7 8 
3 9 0 8 0 7 0 6 8 
3 10 0 9 0 8 0 7 8 
4 9 0 8 0 7 0 6 8 
4 10 0 9 0 8 0 7 8 
3 9 0 8 0 7 0 6 8 
3 9 0 8 0 7 0 6 8 
3 9 0 8 0 7 0 6 8 
4 10 0 9 0 8 0 7 8 
4 9 0 8 0 7 0 6 8 
3 9 0 8 0 7 0 6 8 
3 9 0 8 0 7 0 6 8 
4 9 0 8 0 7 0 6 8 
3 10 0 9 0 8 0 7 8 
3 9 0 8 0 7 0 6 8 
4 9 0 8 0 7 0 6 8 
3 10 0 9 0 8 0 7 8 
4 10 0 9 0 8 0 7 8 
2 9 0 8 0 7 0 6 8 
3 9 0 8 0 7 0 6 8 
4 10 0 9 0 8 0 7 8 
4 9 0 8 0 7 0 6 8 
4 10 0 9 0 8 0 7 8 
4 9 0 8 0 7 0 6 8 
4 9 0 8 0 7 0 6 8 
4 10 0 9 0 8 0 7 8 
3 10 0 9 0 8 0 7 8 
3 9 0 8 0 7 0 6 8 
4 10 0 9 0 8 0 7 8 
4 10 0 9 0 8 0 7 8 
4 9 0 8 0 7 0 6 8 
4 10 0 9 0 8 0 7 8 
4 9 0 8 0 7 0 6 8 
2 9 0 8 0 7 0 6 8 
4 10 0 9 0 8 0 7 8 
3 9 0 8 0 7 0 6 8 
4 9 0 8 0 7 0 6 8 
4 10 0 9 0 8 0 7 8 
4 9 0 8 0 7 0 6 8 
4 9 0 8 0 7 0 6 8 
4 9 0 8 0 7 0 6 8 
4 9 0 8 0 7 0 6 8 
4 10 0 9 0 8 0 7 8 
3 9 0 8 0 7 0 6 8 
4 9 0 8 0 7 0 6 8 
4 9 0 8 0 7 0 6 8 
3 9 0 8 0 7 0 6 8 
3 10 0 9 0 8 0 7 8 
4 9 0 8 0 7 0 6 8 
4 9 0 8 0 7 0 6 8 
3 9 0 8 0 7 0 6 8 
4 11 0 10 0 9 0 8 8 
3 10 0 9 0 8 0 7 8 
3 9 0 8 0 7 0 6 8 
4 9 0 8 0 7 0 6 8 
3 9 0 8 0 7 0 6 8 
4 10 0 9 0 8 0 7 8 
4 9 0 8 0 7 0 6 8 
4 9 0 8 0 7 0 6 8 
4 10 0 9 0 8 0 7 8 
4 10 0 9 0 8 0 7 8 
3 10 0 9 0 8 0 7 8 
4 10 0 9 0 8 0 7 8 
4 10 0 9 0 8 0 7 8 
3 10 0 9 0 8 0 7 8 
4 10 0 9 0 8 0 7 8 
4 9 0 8 0 7 0 6 8 
3 9 0 8 0 7 0 6 8 
4 11 0 10 0 9 0 8 8 
3 10 0 9 0 8 0 7 8 
3 9 0 8 0 7 0 6 8 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 1 100 9 BLEU
0 9 0 8 0 7 0 6 7 
0 9 0 8 0 7 0 6 7 
0 9 0 8 0 7 0 6 7 
0 9 0 8 0 7 0 6 7 
0 9 0 8 0 7 0 6 7 
0 9 0 8 0 7 0 6 7 
0 9 0 8 0 7 0 6 7 
0 9 0 8 0 7 0 6 7 
1 9 0 8 0 7 0 6 7 
1 9 0 8 0 7 0 6 7 
0 9 0 8 0 7 0 6 7 
0 11 0 10 0 9 0 8 7 
0 9 0 8 0 7 0 6 7 
0 11 0 10 0 9 0 8 7 
0 9 0 8 0 7 0 6 7 
0 10 0 9 0 8 0 7 7 
0 10 0 9 0 8 0 7 7 
0 9 0 8 0 7 0 6 7 
0 9 0 8 0 7 0 6 7 
0 9 0 8 0 7 0 6 7 
0 9 0 8 0 7 0 6 7 
0 9 0 8 0 7 0 6 7 
0 9 0 8 0 7 0 6 7 
0 11 0 10 0 9 0 8 7 
0 9 0 8 0 7 0 6 7 
0 9 0 8 0 7 0 6 7 
0 10 0 9 0 8 0 7 7 
